"position"	"intensity"	"p.value <"
"XXX"	4003150.01960408	2.58862624062935	0.104806090887461
"XXX"	4004080.01605664	2.69740242953445	0.0967463716393053
"XXX"	4004985.43954418	2.6919902639979	0.0972222222222222
"XXX"	4006526.88331818	3.69851444172838	0.0521353794908399
"XXX"	4008062	1.41778336870328	0.395967166309779
"XXX"	4011572	2.55125860271682	0.108940042826552
"XXX"	4012593.834736	11.3065091917269	0.00687009279086367
"XXX"	4013172	2.08554027010933	0.168807994289793
"XXX"	4018472	2.33612011989782	0.131632167499405
"XXX"	4018922	2.20109670152082	0.150844634784678
"XXX"	4019372	2.83716932359383	0.0879431358553414
"XXX"	4034312	3.77457911468843	0.0499940518677135
"XXX"	4036356.65465555	1.81573507275964	0.230757792053295
"XXX"	4037958.3332167	19.1976352205985	0.00202236497739710
"XXX"	4039162	1.02652434773926	0.652629074470616
"XXX"	4041762	3.06288425069299	0.0746490601950987
"XXX"	4042254.35000691	13.5140411397695	0.00472876516773733
"XXX"	4045862	2.30904613445322	0.135409231501309
"XXX"	4046312	10.7857659778471	0.0075243873423745
"XXX"	4047012	8.03128556902007	0.0128777064001903
"XXX"	4048012	3.24187603425063	0.0663811563169165
"XXX"	4057862	1.70601847244389	0.264097073518915
"XXX"	4059062	5.37514168637678	0.025785153461813
"XXX"	4059512	5.31895897031054	0.0264097073518915
"XXX"	4070846.88616228	1.61959477496330	0.299369497977635
"XXX"	4078381.59662444	2.62783091898750	0.101594099452772
"XXX"	4084052	1.94898449035636	0.197507732571972
"XXX"	4088802	2.27743013229163	0.139691886747561
"XXX"	4090662	1.02745846244704	0.651945039257673
"XXX"	4091662	2.09648092501460	0.167261479895313
"XXX"	4094512	4.3358087022447	0.0383951939091125
"XXX"	4095062	1.86675927965634	0.216155127290031
"XXX"	4096612	2.17750774186063	0.153937663573638
"XXX"	4096962	18.3431835104325	0.0023197715917202
"XXX"	4097453.25986922	16.7267096364491	0.00303354746609565
"XXX"	4099262	2.38013335186758	0.126992624315965
"XXX"	4099662	3.52165830190699	0.0573102545800619
"XXX"	4100212	2.43491808915024	0.120657863430883
"XXX"	4105212	1.75797007972838	0.246698786581014
"XXX"	4110982	2.11377996724234	0.164049488460623
"XXX"	4114082	4.14005230529708	0.0419938139424221
"XXX"	4121392	13.8618141342613	0.00443135855341423
"XXX"	4125692	6.33421354734278	0.0190042826552463
"XXX"	4126076.69421851	13.6265695680145	0.0046395431834404
"XXX"	4129492	2.01877880233747	0.181358553414228
"XXX"	4133022	1.31428047528593	0.461931953366643
"XXX"	4133722	3.05834508863844	0.0749464668094218
"XXX"	4134922	2.6616346960834	0.0992445871996193
"XXX"	4135372	5.25650367241898	0.0271532238876993
"XXX"	4136122	2.36786307455690	0.127914584820366
"XXX"	4140172	1.70691971139659	0.263621222935998
"XXX"	4141822	1.96447209573003	0.193552224601475
"XXX"	4142572	1.05751349900985	0.634487270996907
"XXX"	4143772	3.02229998037916	0.0765822031881989
"XXX"	4148650.00280523	9.76884263641814	0.00913038305971925
"XXX"	4150112	1.27611947653612	0.484237449440876
"XXX"	4151787.72530755	2.44257456956545	0.119616940280752
"XXX"	4152612	1.35548628319395	0.436027837259101
"XXX"	4153427.46286591	3.26501615715374	0.0653997144896502
"XXX"	4154683.90779391	8.35380797901718	0.0122828931715441
"XXX"	4155266.88492119	3.44363753456412	0.059332619557459
"XXX"	4156812	1.32211956052383	0.457054484891744
"XXX"	4163478.34311198	9.05809418721056	0.0106174161313348
"XXX"	4169352	2.62715372295417	0.101653580775636
"XXX"	4169752	25.2436248237668	0.000832738520104687
"XXX"	4170452	3.51117939820618	0.0576671425172496
"XXX"	4173027.13616638	3.16788765387700	0.0689685938615275
"XXX"	4175288.89983345	1.45835247754009	0.369825124910778
"XXX"	4176062	3.59777183186135	0.0549607423269094
"XXX"	4185012	2.18883256356966	0.152569593147752
"XXX"	4185403.07685409	1.44074292523233	0.381899833452296
"XXX"	4191807.18559772	10.0610062414331	0.00847608850820842
"XXX"	4192242	42.3963404104377	0.000267665952890792
"XXX"	4193242	3.01369678831932	0.0771175350939805
"XXX"	4193792	3.02424436571506	0.076492981203902
"XXX"	4194242	6.17544669625453	0.0200154651439448
"XXX"	4194990.09150761	4.17731835014854	0.0411313347608851
"XXX"	4195792.51998471	5.66394829433849	0.0236438258386867
"XXX"	4196523.16403947	3.77885613144324	0.0497858672376874
"XXX"	4197242	6.15142552321169	0.0201641684511064
"XXX"	4197887.66084203	2.62162873868061	0.102188912681418
"XXX"	4198492	3.64988031494395	0.0536224125624554
"XXX"	4199121.38434541	1.37904596718862	0.420741137282893
"XXX"	4200042	3.00644845303728	0.0775339043540328
"XXX"	4201666.89712727	14.8170502233654	0.00386628598620033
"XXX"	4202474.40078283	2.31061353199806	0.135082084225553
"XXX"	4205362	1.65925801572171	0.28372591006424
"XXX"	4207262	1.87513682436325	0.214162502974066
"XXX"	4207762	1.40712683478015	0.402361408517725
"XXX"	4214889.13757685	5.96904092035638	0.0214430168926957
"XXX"	4216302	2.81564439998742	0.0891030216512015
"XXX"	4216952	3.09130417878448	0.0728943611705924
"XXX"	4218402	1.90960660932468	0.206965262907447
"XXX"	4218952	2.88672843768732	0.0842850344991673
"XXX"	4227642	1.19016225708629	0.537740899357602
"XXX"	4228192	1.8244684195321	0.228884130383060
"XXX"	4228592	1.55056510952349	0.327682607661194
"XXX"	4231910.38363891	6.7467672041776	0.0171008803235784
"XXX"	4253387.07325927	2.01111856608425	0.183380918391625
"XXX"	4257766.21526533	4.66010430156653	0.0340530573399952
"XXX"	4258382	2.52893399286382	0.110902926481085
"XXX"	4263882	1.40160787885957	0.406138472519629
"XXX"	4269132.27759448	7.8313577500606	0.0132643349988104
"XXX"	4269762	1.92900981667352	0.202593385676897
"XXX"	4282962	10.0069052347029	0.0087140137996669
"XXX"	4283412	7.10123006923595	0.0156733285748275
"XXX"	4284812	1.83599482694844	0.225701879609803
"XXX"	4287362	2.13916288771719	0.159053057339995
"XXX"	4294516.99890861	1.33102510127731	0.451790387818225
"XXX"	4297922	3.28929603797744	0.0644777539852486
"XXX"	4300472	3.04923890892011	0.0753628360694742
"XXX"	4301522	2.85744851299857	0.0860992148465382
"XXX"	4302122	0.982949348328714	0.681150368784202
"XXX"	4302572	3.52478637612336	0.0572210325957649
"XXX"	4304022	2.80627851981271	0.0898762788484416
"XXX"	4306150.72928979	7.39155150534347	0.0143647394718059
"XXX"	4307922	1.35736122408463	0.434689507494647
"XXX"	4310062	3.21539752213356	0.067094932191292
"XXX"	4311612	1.94871803762978	0.197537473233405
"XXX"	4312612	2.29593046333651	0.137044967880086
"XXX"	4313462	4.34868737388549	0.0381572686176541
"XXX"	4313862	1.71826941156000	0.258832976445396
"XXX"	4315412	2.41806036289383	0.122591006423983
"XXX"	4316862	3.03986175819237	0.0758684273138235
"XXX"	4317512	2.0654580773514	0.172614798953129
"XXX"	4318162	1.85718346749887	0.219188674756127
"XXX"	4318662	2.76234286256323	0.0922555317630264
"XXX"	4319062	1.99635622925371	0.186682131810611
"XXX"	4319492.99681257	1.77671726632594	0.241226504877468
"XXX"	4321012	2.12798041220232	0.161313347608851
"XXX"	4321822	1.96836220382999	0.192630264097074
"XXX"	4332872	2.62374110392116	0.101891506067095
"XXX"	4333472	5.28020396264663	0.0269152985962408
"XXX"	4333965.26703525	11.4420642291722	0.00684035212943136
"XXX"	4342422	1.97567400954527	0.190786343088270
"XXX"	4348546.76898396	2.12190158805407	0.162265048774685
"XXX"	4354122	1.26623820644696	0.489531287175827
"XXX"	4367752	1.29964317228963	0.471211039733524
"XXX"	4377562	1.51346139244562	0.344129193433262
"XXX"	4378562	2.29485634347993	0.137104449202950
"XXX"	4386962	1.73430903990074	0.253211991434690
"XXX"	4396462	2.44425490847894	0.119557458957887
"XXX"	4397062	19.3419306741338	0.00193314299310017
"XXX"	4397712	15.5692432371176	0.00359862003330954
"XXX"	4398112	7.87090975661677	0.0131751130145134
"XXX"	4398512	7.77253541873945	0.0134427789674042
"XXX"	4401012	1.52289023474963	0.340233166785629
"XXX"	4415942.10115189	1.82110230504153	0.229508684273138
"XXX"	4420062	3.18777582400523	0.067957411372829
"XXX"	4423012	1.58080583560540	0.31501308589103
"XXX"	4426062	1.38953267901456	0.414674042350702
"XXX"	4429632	1.50948282920654	0.345527004520581
"XXX"	4439463.27493326	6.39975670619121	0.018885320009517
"XXX"	4441072.29325939	1.41640000827321	0.396829645491316
"XXX"	4442678.96324029	2.95413589157678	0.0804484891743992
"XXX"	4444962	3.05240987813529	0.075243873423745
"XXX"	4450862	0.794632883322675	0.80162978824649
"XXX"	4453812	3.00158084959783	0.0777123483226267
"XXX"	4455652.32906658	1.86143607778834	0.217790863668808
"XXX"	4456443.47960868	2.76425523528354	0.0921068284558649
"XXX"	4460782	1.03999272015838	0.644926243159648
"XXX"	4484732	1.87417198905570	0.214400428265525
"XXX"	4496232	4.07101611789444	0.043332143706876
"XXX"	4497612	1.35297468456236	0.437842017606472
"XXX"	4510047.12176024	11.5958285090329	0.00663216749940519
"XXX"	4510547.4072014	24.4919627759583	0.000921960504401618
"XXX"	4516282	1.35024751390719	0.439745419938139
"XXX"	4552632	0.956968614907235	0.698965024982156
"XXX"	4567442	1.34312782655258	0.444682369735903
"XXX"	4567892	2.13270357610454	0.160302165120152
"XXX"	4604602	4.29673488031113	0.0389305258148941
"XXX"	4611152	2.09008197829505	0.168004996431121
"XXX"	4613652	2.08488022258716	0.168837734951225
"XXX"	4615506.44770826	7.85621143413663	0.0132345943373781
"XXX"	4617106.9410831	2.01240261390416	0.183024030454437
"XXX"	4618257.04793366	3.12959887445894	0.0711099214846538
"XXX"	4620562	3.96545902132351	0.0458600999286224
"XXX"	4622962	1.87240603899106	0.214697834879848
"XXX"	4625612.06661133	13.3049377344889	0.00484772781346657
"XXX"	4626212	2.71300494320497	0.0955567451820128
"XXX"	4626812	2.12088861324241	0.162443492743279
"XXX"	4628262	2.36428678922865	0.128301213418986
"XXX"	4631389.53088199	1.38025717679002	0.419997620747085
"XXX"	4632162	2.10425825902705	0.165863668807994
"XXX"	4634712	1.87212401771744	0.21472757554128
"XXX"	4648922	2.19157739359550	0.152153223887699
"XXX"	4683032	1.82222230498832	0.229151796335951
"XXX"	4698485.11450282	1.81276592128844	0.231501308589103
"XXX"	4698952	1.80641848033125	0.233256007613609
"XXX"	4699332	1.64630560575766	0.288187009279086
"XXX"	4709282	1.12201135380763	0.589489650249822
"XXX"	4711652	1.8061816102345	0.233285748275042
"XXX"	4712041.90832016	1.76815529056867	0.243605757792053
"XXX"	4717552	1.83694953603871	0.225404472995479
"XXX"	4721252	0.967986586408656	0.690756602426838
"XXX"	4723802	1.64462299584570	0.288841303830597
"XXX"	4724602	2.36540629834854	0.128182250773257
"XXX"	4735052	3.17287532922827	0.0686711872472044
"XXX"	4738372	1.83639229623518	0.225612657625506
"XXX"	4741372	2.03827039876020	0.17713537949084
"XXX"	4745422	0.918619152995177	0.725077325719724
"XXX"	4745922	3.36278302359848	0.0617118724720438
"XXX"	4746672	1.60697249224454	0.304217225791102
"XXX"	4747872	2.15412865003339	0.157000951701166
"XXX"	4752067.1227069	5.53517828061723	0.0246550083273852
"XXX"	4752662	1.74384025587846	0.251100404472995
"XXX"	4753762	1.73736740636054	0.252676659528908
"XXX"	4755812	11.7468500872265	0.0063942422079467
"XXX"	4756526.1978028	14.1047937075267	0.00422317392338806
"XXX"	4757955.59497396	2.37236391800641	0.127557696883179
"XXX"	4759184.84566666	3.67648226752025	0.0527301927194861
"XXX"	4760112	1.91008134744136	0.206846300261718
"XXX"	4761012	2.72315360743519	0.0949619319533666
"XXX"	4762062	4.25667699999669	0.0395253390435403
"XXX"	4762462	4.16210528270857	0.0413395193909113
"XXX"	4763162	1.64220571934732	0.289763264334999
"XXX"	4764412	1.83231579515205	0.226594099452772
"XXX"	4764912	2.81103945745356	0.0893706876040923
"XXX"	4765287.45758706	6.40230692965897	0.018885320009517
"XXX"	4765762	3.78763096167869	0.0497263859148227
"XXX"	4766262	4.91489215506294	0.0308113252438734
"XXX"	4766776.86403369	2.60303325701562	0.103586723768737
"XXX"	4767612	1.77295142600915	0.242386390673329
"XXX"	4768762	2.95724412936981	0.0801510825600761
"XXX"	4769362	3.09441733214534	0.0726861765405663
"XXX"	4770162	3.38270845432761	0.0611170592433976
"XXX"	4772112	1.39912717258119	0.408071615512729
"XXX"	4772812	1.56917079910928	0.319801332381632
"XXX"	4775112	1.44243497917984	0.380710206995004
"XXX"	4775762	3.17402992191337	0.068641446585772
"XXX"	4780712	2.30657425814830	0.135736378777064
"XXX"	4781102	1.05911812228935	0.633654532476802
"XXX"	4783103.71142387	1.80551565215341	0.233464192243635
"XXX"	4783802	2.51514236248631	0.112508922198430
"XXX"	4787302	2.30424800520851	0.136123007375684
"XXX"	4787752	3.25159812283101	0.0659350463954318
"XXX"	4789152	1.24282803055107	0.502438734237449
"XXX"	4790452	2.83797719427396	0.0879133951939091
"XXX"	4790952	2.69766599357131	0.0966571496550083
"XXX"	4791846.91316583	2.26774515914441	0.140643587913395
"XXX"	4792196.87953234	3.05033769867736	0.0753330954080419
"XXX"	4793496.99027143	5.50577651387291	0.0248334522959791
"XXX"	4794110.39852321	19.8743365736663	0.00187366167023555
"XXX"	4794892	2.75104222387709	0.0931477516059957
"XXX"	4795548.58031104	3.62876508331124	0.0541874851296693
"XXX"	4796892	1.92703141554457	0.203098976921247
"XXX"	4797342	1.52980961157209	0.336902212705211
"XXX"	4798378.64354961	2.31196269888319	0.134873899595527
"XXX"	4798942	3.35683693303627	0.0620092790863669
"XXX"	4799587.62510021	2.87902192674568	0.0847906257435165
"XXX"	4800392	1.92904768431549	0.202593385676897
"XXX"	4803241.65532937	2.3175346929761	0.134189864382584
"XXX"	4804192	1.41469829515729	0.397870568641447
"XXX"	4808202	1.05029049736545	0.638888888888889
"XXX"	4809152	3.19242755582516	0.0678384487270997
"XXX"	4809902	3.17511313763163	0.0686117059243398
"XXX"	4810652	15.7795067135806	0.0034796573875803
"XXX"	4811387.33793081	30.8310741761414	0.000505591244349274
"XXX"	4811952	24.806385800316	0.000892219842969308
"XXX"	4817452	1.42764236033796	0.39031644063764
"XXX"	4828852	8.86361400486721	0.0110337853913871
"XXX"	4829402	2.27632709345093	0.139810849393290
"XXX"	4835772	2.19978538675844	0.151023078753271
"XXX"	4838072	2.14320934884119	0.158666428741375
"XXX"	4839211.773396	16.2714916289012	0.00327147275755413
"XXX"	4839672	3.82781541527577	0.0488044254104211
"XXX"	4841022	4.55885781248014	0.0353913871044492
"XXX"	4847572	1.95286948531654	0.196645253390435
"XXX"	4849851.31855695	5.6746865984816	0.0235843445158220
"XXX"	4850472	1.71067494737658	0.261896264572924
"XXX"	4850972	1.97239430860012	0.191648822269807
"XXX"	4854022	1.13612748108147	0.579110159409945
"XXX"	4854722	5.40451139282828	0.0255472281703545
"XXX"	4855272	14.4993521280779	0.00401498929336188
"XXX"	4861422	2.01569977055683	0.182072329288603
"XXX"	4864112	1.58497175368154	0.313704496788009
"XXX"	4872062	1.3540039673808	0.437157982393528
"XXX"	4873032	1.13246077216740	0.582143706876041
"XXX"	4877775.33927256	2.58975897462361	0.104627646918867
"XXX"	4878643.41255183	24.1046955742631	0.00101118248869855
"XXX"	4880182	1.98052169554752	0.189656197953843
"XXX"	4887766.5311393	1.81899288570821	0.230014275517488
"XXX"	4892212	0.969325379669678	0.69001308589103
"XXX"	4897105.01029255	5.32810546284548	0.0263502260290269
"XXX"	4901012	1.61350154605384	0.301510825600761
"XXX"	4901792	1.16934570387870	0.553443968593862
"XXX"	4906142	2.13403363556939	0.160064239828694
"XXX"	4906669.89484876	7.24166088675037	0.0150190340233167
"XXX"	4907442	2.8208070713492	0.0887758743754461
"XXX"	4908592	0.767104229779319	0.819087556507257
"XXX"	4909442	2.50883663416625	0.113073994765644
"XXX"	4915042	1.19359832434044	0.535450868427314
"XXX"	4916662	1.59124991634411	0.311176540566262
"XXX"	4917662	2.46058705893096	0.117386390673329
"XXX"	4919712	2.10179673464493	0.166131334760885
"XXX"	4924012	2.00601478325349	0.184540804187485
"XXX"	4925562	9.74519337590444	0.00918986438258387
"XXX"	4927562	5.19481833320696	0.0278372591006424
"XXX"	4928367.81130724	16.8372963499298	0.00300380680466334
"XXX"	4931462	3.03259751396688	0.0760468712824173
"XXX"	4943095.00555759	3.42255443961242	0.0598976921246729
"XXX"	4961562	0.991099224229973	0.675559124434927
"XXX"	4962431.52456224	10.8570749364020	0.00737568403521294
"XXX"	4966200.75973426	1.89246187492411	0.210653104925054
"XXX"	4967412	1.50353804569377	0.348025220080895
"XXX"	4974812	1.83500720799693	0.22605876754699
"XXX"	4978062	3.10862137226858	0.0721508446347847
"XXX"	5002172	1.90379866220585	0.208065667380443
"XXX"	5009847.38511486	1.95666568908509	0.195515108256008
"XXX"	5010422	2.20767325765157	0.149922674280276
"XXX"	5016589.1831221	4.26648850805867	0.0393766357363788
"XXX"	5017422	1.73147337047359	0.253747323340471
"XXX"	5023968.84231483	11.2746069401332	0.00687009279086367
"XXX"	5026562	1.4019927913558	0.405662621936712
"XXX"	5036362	1.36796537199129	0.427551748750892
"XXX"	5036902	2.34340258618843	0.130829169640733
"XXX"	5037752	1.86327176614562	0.217166309778729
"XXX"	5038856.06749049	11.9081224661056	0.00618605757792053
"XXX"	5039252	1.15175111148197	0.567154413514157
"XXX"	5041202	4.98285505437817	0.0299488460623364
"XXX"	5041552	7.58181264421111	0.0137996669045920
"XXX"	5046752	1.97369268672418	0.191291934332620
"XXX"	5049171.53103855	3.35011099325934	0.0621877230549607
"XXX"	5050092	1.53377452594571	0.334998810373543
"XXX"	5050647.01897132	14.8071280013773	0.00386628598620033
